1775	0	0	0	0	1190	30.3	1317	37.4	1379	42.8	1416	47.3	1440	51.2
1800	0	0	0	0	1182	30.2	1313	37.3	1375	42.8	1413	47.3	1438	51.2
1825	0	0	0	0	1174	30.1	1308	37.3	1372	42.7	1410	47.2	1436	51.2
1850	0	0	0	0	1167	30	1304	37.2	1369	42.7	1407	47.2	1433	51.2
1875	0	0	0	0	1159	29.9	1299	37.2	1365	42.7	1404	47.2	1431	51.2
1900	0	0	0	0	1150	29.8	1294	37.1	1362	42.6	1402	47.2	1428	51.1
1925	0	0	0	0	1142	29.7	1290	37.1	1358	42.6	1399	47.1	1426	51.1
1950	0	0	0	0	1133	29.6	1285	37	1355	42.6	1396	47.1	1424	51.1
1975	0	0	0	0	1125	29.4	1280	37	1351	42.5	1393	47.1	1421	51.1
2000	0	0	0	0	1116	29.3	1275	36.9	1348	42.5	1390	47.1	1419	51
2025	0	0	0	0	1107	29.2	1271	36.8	1344	42.4	1388	47	1417	51
2050	0	0	0	0	1097	29	1266	36.8	1341	42.4	1385	47	1414	51
2075	0	0	0	0	1088	28.9	1261	36.7	1337	42.4	1382	47	1412	51
2100	0	0	0	0	1078	28.7	1256	36.7	1334	42.3	1379	47	1409	51
2125	0	0	0	0	1068	28.6	1251	36.6	1330	42.3	1376	46.9	1407	50.9
2150	0	0	0	0	1057	28.4	1246	36.5	1326	42.3	1373	46.9	1404	50.9
2175	0	0	0	0	1046	28.2	1241	36.5	1323	42.2	1370	46.9	1402	50.9
2200	0	0	0	0	1035	28	1236	36.4	1319	42.2	1367	46.8	1399	50.9
2225	0	0	0	0	1023	27.8	1230	36.3	1316	42.1	1365	46.8	1397	50.8
2250	0	0	0	0	1011	27.6	1225	36.3	1312	42.1	1362	46.8	1395	50.8
2275	0	0	0	0	997	27.4	1220	36.2	1308	42	1359	46.7	1392	50.8
2300	0	0	0	0	984	27.2	1215	36.1	1305	42	1356	46.7	1390	50.8
2325	0	0	0	0	969	26.9	1209	36.1	1301	42	1353	46.7	1387	50.7
2350	0	0	0	0	953	26.6	1204	36	1297	41.9	1350	46.6	1385	50.7
2375	0	0	0	0	935	26.3	1198	35.9	1293	41.9	1347	46.6	1382	50.7
2400	0	0	0	0	915	25.9	1193	35.8	1290	41.8	1344	46.6	1380	50.7
2425	0	0	0	0	893	25.4	1187	35.7	1286	41.8	1341	46.5	1377	50.6
2450	0	0	0	0	864	24.8	1182	35.7	1282	41.7	1338	46.5	1375	50.6
2475	0	0	0	0	819	23.9	1176	35.6	1278	41.7	1335	46.5	1372	50.6
2500	0	0	0	0	0	0	1170	35.5	1274	41.6	1332	46.4	1370	50.5
2525	0	0	0	0	0	0	1164	35.4	1270	41.6	1329	46.4	1367	50.5
2550	0	0	0	0	0	0	1158	35.3	1266	41.5	1326	46.4	1365	50.5
2575	0	0	0	0	0	0	1152	35.2	1262	41.5	1323	46.3	1362	50.5
2600	0	0	0	0	0	0	1146	35.1	1258	41.4	1320	46.3	1359	50.4
2625	0	0	0	0	0	0	1140	35	1254	41.3	1317	46.2	1357	50.4
2650	0	0	0	0	0	0	1133	34.9	1250	41.3	1313	46.2	1354	50.4
2675	0	0	0	0	0	0	1127	34.8	1246	41.2	1310	46.2	1352	50.3
2700	0	0	0	0	0	0	1120	34.7	1242	41.2	1307	46.1	1349	50.3
2725	0	0	0	0	0	0	1114	34.6	1238	41.1	1304	46.1	1346	50.3
2750	0	0	0	0	0	0	1107	34.4	1234	41	1301	46	1344	50.2
2775	0	0	0	0	0	0	1100	34.3	1230	41	1298	46	1341	50.2
2800	0	0	0	0	0	0	1093	34.2	1226	40.9	1294	45.9	1339	50.2
2825	0	0	0	0	0	0	1086	34.1	1221	40.9	1291	45.9	1336	50.1
2850	0	0	0	0	0	0	1079	33.9	1217	40.8	1288	45.9	1333	50.1
2875	0	0	0	0	0	0	1071	33.8	1213	40.7	1285	45.8	1331	50.1
2900	0	0	0	0	0	0	1063	33.7	1208	40.7	1282	45.8	1328	50
2925	0	0	0	0	0	0	1056	33.5	1204	40.6	1278	45.7	1325	50
2950	0	0	0	0	0	0	1048	33.4	1200	40.5	1275	45.7	1323	50
2975	0	0	0	0	0	0	1039	33.2	1195	40.4	1272	45.6	1320	49.9
3000	0	0	0	0	0	0	1031	33	1191	40.4	1268	45.6	1317	49.9
3025	0	0	0	0	0	0	1022	32.9	1186	40.3	1265	45.5	1315	49.9
3050	0	0	0	0	0	0	1013	32.7	1182	40.2	1262	45.5	1312	49.8
3075	0	0	0	0	0	0	1003	32.5	1177	40.1	1258	45.4	1309	49.8
3100	0	0	0	0	0	0	994	32.3	1172	40.1	1255	45.4	1306	49.7
3125	0	0	0	0	0	0	983	32.1	1168	40	1252	45.3	1304	49.7
3150	0	0	0	0	0	0	972	31.8	1163	39.9	1248	45.3	1301	49.7
3175	0	0	0	0	0	0	961	31.6	1158	39.8	1245	45.2	1298	49.6
3200	0	0	0	0	0	0	949	31.3	1153	39.7	1241	45.2	1295	49.6
3225	0	0	0	0	0	0	936	31.1	1148	39.6	1238	45.1	1292	49.5
3250	0	0	0	0	0	0	922	30.7	1143	39.5	1234	45	1290	49.5
3275	0	0	0	0	0	0	907	30.4	1138	39.4	1231	45	1287	49.4
3300	0	0	0	0	0	0	890	30	1133	39.4	1227	44.9	1284	49.4
3325	0	0	0	0	0	0	870	29.5	1128	39.3	1223	44.9	1281	49.4
3350	0	0	0	0	0	0	844	28.9	1122	39.2	1220	44.8	1278	49.3
3375	0	0	0	0	0	0	804	27.9	1117	39.1	1216	44.7	1275	49.3
3400	0	0	0	0	0	0	0	0	1112	39	1213	44.7	1272	49.2
3425	0	0	0	0	0	0	0	0	1106	38.8	1209	44.6	1270	49.2
3450	0	0	0	0	0	0	0	0	1101	38.7	1205	44.6	1267	49.1
3475	0	0	0	0	0	0	0	0	1095	38.6	1201	44.5	1264	49.1
3500	0	0	0	0	0	0	0	0	1089	38.5	1198	44.4	1261	49
